代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),22Q1 業外 損益 (億),22Q2 業外 損益 (億),22Q3 業外 損益 (億),22Q4 業外 損益 (億),23Q1 業外 損益 (億),23Q2 業外 損益 (億),23Q3 業外 損益 (億),23Q4 業外 損益 (億),24Q1 業外 損益 (億),24Q2 業外 損益 (億),24Q3 業外 損益 (億),24Q4 業外 損益 (億),季度,16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億)
1584,精剛,30,+1.1,+3.81,-0.04,,,,,,,,,,,,,2016Q1,-0.01,0.02,0.01,-0.12,0.01,0,-0.27,-0.14,0.12,0.03,-0.09,-0.03
1586,和勤,27.35,0,0,-0.1,,,,,,,,,,,,,2016Q1,-0.1,-0.16,-0.05,-0.27,-0.04,-0.08,-0.22,-0.02,0.07,-0.06,-0.13,-0.19
1593,祺驊,30.4,-0.15,-0.49,0.03,,,,,,,,,,,,,2016Q1,-0.01,-0.04,0.1,-0.11,0.06,0.04,0.04,0,0.13,0.06,0.06,0.07
1599,宏佳騰,28.2,+0.05,+0.18,0.12,,,,,,,,,,,,,2016Q1,0.11,0.34,0.26,0,0.1,-0.14,0.11,0.05,0.11,0.03,0.33,0.09
1742,台蠟,16.7,-0.3,-1.76,-0.11,,,,,,,,,,,,,2016Q1,-0.02,-0.63,-0.41,-0.02,0,0.05,0.06,-0.08,0,-0.18,0.01,-0.08
1777,生泰,88.1,-0.5,-0.56,0.03,,,,,,,,,,,,,2016Q1,0,-0.06,0.15,-0.22,0.04,0,-0.06,-0.1,0.39,0.06,0.08,0.06
1781,合世,12.9,-0.35,-2.64,0,,,,,,,,,,,,,2016Q1,0,-0.05,0.02,-0.13,0.03,0.02,-0.01,-0.01,0.1,-0.01,0.02,0.05
1784,訊聯,71,+0.4,+0.57,0.02,,,,,,,,,,,,,2016Q1,0.02,-0.01,0.05,-0.01,0.04,0,0.01,0.01,0.08,0,0.03,0.07
1785,光洋科,50.4,-1.9,-3.63,-0.33,,,,,,,,,,,,,2016Q1,0.73,0.5,1.52,-0.12,-0.68,-0.16,-1.61,0.35,0.56,-0.02,-3.64,-1.37
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,2016Q1,16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億)
1788,杏昌,141.5,0,0,0.05,,,,,,,,,,,,,2016Q1,-0.09,0.05,0.2,0.06,0.07,0.07,0.11,0.03,0.03,0.1,-0.03,0.03
1815,富喬,27.95,-0.05,-0.18,-0.24,,,,,,,,,,,,,2016Q1,-0.15,-0.39,0.21,-0.74,0.22,-0.12,-0.36,-0.13,0,-0.4,-0.93,-0.09
2063,世鎧,32.45,0,0,-0.04,,,,,,,,,,,,,2016Q1,-0.04,-0.06,-0.18,-0.13,0.01,-0.01,-0.04,-0.04,0.04,-0.04,-0.01,-0.01
2065,世豐,40.8,-0.25,-0.61,0.07,,,,,,,,,,,,,2016Q1,0.01,0.18,0.23,0.1,0.03,0.06,0.06,-0.04,0.12,0.08,0.03,0.02
2066,世德,76,-0.6,-0.78,0.02,,,,,,,,,,,,,2016Q1,-0.02,-0.24,0.17,-0.39,0.21,0.1,-0.13,-0.26,0.71,0.01,0.04,0.02
2070,精湛,49.45,-1.65,-3.23,0.01,,,,,,,,,,,,,2016Q1,-0.07,0.06,-0.12,-0.18,0.12,0.06,0.02,0.03,0.06,0.02,0.12,0.07
2073,雄順,28,-1,-3.45,,,,,,,,,,,,,,2016Q1,,,,,,,,,,,,
2221,大甲,25.9,-0.65,-2.45,-0.01,,,,,,,,,,,,,2016Q1,0.03,-0.03,0.01,-0.1,0,0,-0.03,-0.02,0.08,-0.02,0.01,-0.01
2230,泰茂,104.5,+0.5,+0.48,-0.02,,,,,,,,,,,,,2016Q1,0,-0.02,0.02,-0.13,0,-0.02,-0.07,-0.06,0.07,0.02,0,0
2235,謚源,45.7,-0.95,-2.04,0.05,,,,,,,,,,,,,2016Q1,0.05,-0.01,0.12,-0.12,0.05,0.03,-0.01,0.01,0.18,0.11,0.08,0.06
2596,綠意,32,-0.4,-1.23,0.02,,,,,,,,,,,,,2016Q1,-0.01,0,0.01,0.02,0.01,0.02,-0.01,0.08,0.15,0,0.03,0
2640,大車隊,128,-1,-0.78,-0.05,,,,,,,,,,,,,2016Q1,-0.11,-0.03,-0.04,0,0.03,-0.09,-0.02,0,-0.03,-0.01,0.02,-0.27
2641,正德,19.5,-0.5,-2.5,-0.55,,,,,,,,,,,,,2016Q1,-0.17,-0.16,-0.17,-0.19,-0.17,-0.17,-4.76,-0.01,-0.19,-0.21,-0.17,-0.2
2643,捷迅,73.7,-0.2,-0.27,0,,,,,,,,,,,,,2016Q1,0,0.01,-0.01,-0.01,0,0,0,-0.01,-0.01,0.01,-0.01,-0.03
2718,全心投控,49.55,-4.65,-8.58,0.01,,,,,,,,,,,,,2016Q1,0.01,0.01,0.01,0.01,0.02,0.08,0.01,0.01,0.02,0,0,0
2719,燦星旅,32,0,0,-0.04,,,,,,,,,,,,,2016Q1,0.02,0.01,-0.11,-0.04,-0.15,-0.18,-0.03,0,0.06,0.02,-0.1,0.07
2724,藝舍-KY,24.45,-1.65,-6.32,-0.21,,,,,,,,,,,,,2016Q1,-0.28,-1.92,-0.52,0.1,-0.23,-0.02,-0.91,0.04,0.17,0.65,0.31,0.04
2726,雅茗-KY,17.85,+0.4,+2.29,0.02,,,,,,,,,,,,,2016Q1,0.11,0,-0.02,0.09,0.05,0.04,0.04,0.09,0.02,0.01,-0.19,0.02
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,2016Q1,16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億)
2729,瓦城,181.5,-4,-2.16,0,,,,,,,,,,,,,2016Q1,0.02,0,0.01,0,0,0.04,-0.01,0,0.02,-0.01,0,-0.04
2732,六角,90,-0.5,-0.55,-0.05,,,,,,,,,,,,,2016Q1,0.01,-0.18,0.04,-0.13,-0.04,-0.02,-0.08,-0.07,0.04,-0.04,-0.04,-0.06
2734,易飛網,18.6,-0.4,-2.11,0,,,,,,,,,,,,,2016Q1,0.05,0,-0.16,0.14,0.07,0,-0.15,0.12,0.02,-0.08,-0.17,0.16
2743,山富,81.9,-0.5,-0.61,0.1,,,,,,,,,,,,,2016Q1,,,,,,0.07,0.11,,0.19,0.07,0.12,0.04
2745,五福,88.6,0,0,0,,,,,,,,,,,,,2016Q1,0.14,0.04,-0.05,-0.02,-0.05,0.01,-0.01,0.03,-0.02,-0.02,0.03,-0.04
2751,王座,59.5,0,0,,,,,,,,,,,,,,2016Q1,,,,,,,,,,,,
2752,豆府,219,-3.5,-1.57,0.01,,,,,,,,,,,,,2016Q1,,,,,0,0.01,0.01,0,0,0.01,0.01,0
2754,亞洲藏壽司,75.9,+2.8,+3.83,-0.01,,,,,,,,,,,,,2016Q1,,,,,,,0.02,,-0.03,0.02,-0.03,-0.02
2755,揚秦,118.5,-0.5,-0.42,-0.04,,,,,,,,,,,,,2016Q1,,,,,,,,,,,-0.04,
2756,聯發國際,81.7,0,0,,,,,,,,,,,,,,2016Q1,,,,,,,,,,,,
2916,滿心,48.75,-0.05,-0.1,0.05,,,,,,,,,,,,,2016Q1,-0.01,0.04,0.08,0.07,0.04,0.03,0.01,0.08,-0.01,-0.01,0.02,0.28
2926,誠品生活,46.9,+0.05,+0.11,0.21,,,,,,,,,,,,,2016Q1,0.29,0.23,-0.12,0.32,0.31,0.22,0.4,0.24,0.31,0.37,0.31,-0.33
2937,集雅社,46.5,-1.8,-3.73,-0.01,,,,,,,,,,,,,2016Q1,0.01,0.02,-0.23,0.01,0.01,0.01,-0.08,0.01,0.02,0.05,0.09,0
2941,米斯特,62,0,0,,,,,,,,,,,,,,2016Q1,,,,,,,,,,,,
2947,振宇五金,80.5,-0.5,-0.62,,,,,,,,,,,,,,2016Q1,,,,,,,,,,,,
2948,寶陞,39,0,0,,,,,,,,,,,,,,2016Q1,,,,,,,,,,,,
2949,欣新網,87,+5.9,+7.27,,,,,,,,,,,,,,2016Q1,,,,,,,,,,,,
3064,泰偉,56,0,0,0.25,,,,,,,,,,,,,2016Q1,-0.04,0.05,-0.11,0.08,0.25,-0.18,2.17,0.38,0.02,0.37,0.11,-0.06
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,2016Q1,16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億)
3066,李洲,16.35,-0.4,-2.39,0.07,,,,,,,,,,,,,2016Q1,-0.16,-0.02,0.04,0.11,0.06,0.06,0.26,-0.04,0.06,0.06,0.26,0.14
3071,協禧,19.4,-0.35,-1.77,0.04,,,,,,,,,,,,,2016Q1,0.02,0.02,0.04,0.02,0.03,-0.01,-0.15,0.04,0.14,0.19,0.08,0.04
3073,天方能源,33,+0.8,+2.48,0,,,,,,,,,,,,,2016Q1,0.02,0,0,-0.01,0,0.01,-0.04,0,0.02,-0.01,0.05,0
3078,僑威,72.1,-2.5,-3.35,0.28,,,,,,,,,,,,,2016Q1,0.2,-0.31,0.6,-0.91,0.56,0.52,-0.12,-0.04,1.34,0.32,0.55,0.6
3083,網龍,34.05,0,0,0.04,,,,,,,,,,,,,2016Q1,0.11,0.1,0.07,0.01,0.02,0.02,0.01,0.03,0.03,0.04,0.04,0.03
3086,華義,140.5,+1.5,+1.08,-0.03,,,,,,,,,,,,,2016Q1,-0.03,0.01,-0.24,-0.03,-0.03,-0.02,0.09,-0.02,0.01,-0.09,0.04,0
3088,艾訊,104,-4.5,-4.15,0.7,,,,,,,,,,,,,2016Q1,0.12,-0.19,0.18,-0.4,7.74,0.02,-0.06,-0.08,0.41,0.07,0.09,0.47
3093,港建*,25.2,-0.75,-2.89,0.04,,,,,,,,,,,,,2016Q1,-0.02,0.1,0.02,-0.08,0.07,0.06,0.07,0.03,0.06,-0.01,0.08,0.14
3095,及成,30.6,-0.5,-1.61,0.22,,,,,,,,,,,,,2016Q1,0.63,0.06,1.65,-0.01,-0.1,-0.04,0.17,0.01,0.04,0.27,-0.1,0.11
3105,穩懋,89.2,-1.7,-1.87,0.65,,,,,,,,,,,,,2016Q1,0.5,2.84,0.61,-1.4,0,1.37,-0.38,-1.32,2.11,3.79,0.72,-1.08
3114,好德,21.65,-0.4,-1.81,0.01,,,,,,,,,,,,,2016Q1,0,-0.15,0.12,-0.3,0.06,0.06,-0.03,-0.06,0.2,0.06,0.1,0.09
3118,進階,31.35,-0.3,-0.95,0,,,,,,,,,,,,,2016Q1,-0.02,0.02,0.01,0.02,0.02,0.01,-0.02,0.02,0,0,-0.02,0.01
3128,昇銳,27,+1.6,+6.3,0.01,,,,,,,,,,,,,2016Q1,0.03,-0.02,0.04,-0.04,0.02,0.01,0.01,-0.03,0.06,0.01,-0.01,0.01
3131,弘塑,839,-52,-5.84,0.01,,,,,,,,,,,,,2016Q1,-0.05,-0.18,0.18,-0.47,0.07,0.02,-0.25,-0.11,0.36,0.39,0.09,0.03
3141,晶宏,55.2,-0.5,-0.9,-0.02,,,,,,,,,,,,,2016Q1,0.02,-0.06,0.1,-0.14,-0.07,-0.02,-0.06,-0.09,0.1,-0.02,-0.02,0
3147,大綜,193,-0.5,-0.26,0.01,,,,,,,,,,,,,2016Q1,0.01,-0.01,0.03,-0.04,-0.01,0,0.05,-0.02,0.09,0.03,0.03,0.02
3152,璟德,114.5,-2,-1.72,0.02,,,,,,,,,,,,,2016Q1,0.09,-0.17,0.12,-0.26,0.13,0.03,-0.06,-0.07,0.29,0.05,0.09,0.06
3162,精確,41.95,-2.45,-5.52,-0.14,,,,,,,,,,,,,2016Q1,-0.14,-0.11,-0.23,-0.15,0.03,0.01,-1,0.02,0.03,-0.06,0,-0.03
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,2016Q1,16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億)
3163,波若威,153,+1,+0.66,0.1,,,,,,,,,,,,,2016Q1,0.04,0.19,0.13,0.1,-0.23,-0.2,0.02,-0.29,0.45,0.16,0.06,0.76
3169,亞信,87.3,-1.3,-1.47,0.01,,,,,,,,,,,,,2016Q1,0.01,0,0.01,-0.04,-0.06,0.01,-0.01,-0.03,0.11,0.01,0.03,0.02
3171,炎洲流通,38.65,0,0,0,,,,,,,,,,,,,2016Q1,0.17,0,-0.01,-0.04,-0.02,-0.02,-0.02,-0.02,-0.03,-0.01,0.03,0
3178,公準,50.6,+1.1,+2.22,-0.03,,,,,,,,,,,,,2016Q1,-0.11,-0.03,-0.21,-0.21,-0.02,-0.03,-0.05,-0.12,0.22,0.03,0.12,0
3188,鑫龍騰,25.85,-0.1,-0.39,-0.03,,,,,,,,,,,,,2016Q1,-0.08,-0.02,0.03,-0.05,-0.02,-0.04,0.01,-0.04,-0.02,-0.06,-0.04,0.03
3206,志豐,35.7,-1.1,-2.99,-0.02,,,,,,,,,,,,,2016Q1,0.1,-0.32,0.05,-0.01,0.02,-0.03,0.01,0.09,0.25,-0.05,-0.2,-0.11
3211,順達,152.5,-4.5,-2.87,0.55,,,,,,,,,,,,,2016Q1,1.58,0.75,1.44,0.96,-0.57,0.56,0.31,-0.55,1.1,1.55,-0.67,0.13
3213,茂訊,93.4,-5.4,-5.47,0.08,,,,,,,,,,,,,2016Q1,0.06,-0.05,0.29,-0.03,0.21,0.12,0.15,-0.01,0.13,0.1,0.07,-0.06
3217,優群,132,-3.5,-2.58,0.05,,,,,,,,,,,,,2016Q1,0.08,0.1,0.21,-0.21,0.05,0.09,-0.08,-0.13,0.24,0.33,-0.03,0
3218,大學光,183,0,0,0.02,,,,,,,,,,,,,2016Q1,0.01,-0.09,0.11,-0.11,0,-0.01,0.01,-0.05,0.21,0.04,0.06,0.02
3219,倚強科,32.5,+1.05,+3.34,0.01,,,,,,,,,,,,,2016Q1,0,0,0.01,0,-0.01,0,0,0,0.01,-0.01,0.16,0
3221,台嘉碩,18.95,-0.3,-1.56,-0.04,,,,,,,,,,,,,2016Q1,0.11,-0.05,0.27,-0.27,0.01,-0.08,-0.11,-0.14,0.23,-0.11,-0.21,-0.18
3226,龍鋒,45.05,+0.8,+1.81,0,,,,,,,,,,,,,2016Q1,0.02,-0.23,0.22,-0.51,0.06,-0.01,-0.12,-0.16,0.42,0.06,0.11,0.09
3227,原相,197,-3.5,-1.75,0.26,,,,,,,,,,,,,2016Q1,0.18,0.3,0.59,0.06,0.16,0.27,0.13,0.04,0.43,0.42,0.27,0.23
3230,錦明,39.5,-0.8,-1.99,0.01,,,,,,,,,,,,,2016Q1,0.07,-0.02,0.36,-0.12,-0.01,0.02,-0.32,0.04,0.16,0.37,-0.37,-0.01
3232,昱捷,27.85,+0.1,+0.36,0.01,,,,,,,,,,,,,2016Q1,0.02,-0.02,0.01,-0.02,0.01,0,0.01,0.02,0.07,-0.03,-0.01,0.04
3236,千如,14.6,-0.1,-0.68,0,,,,,,,,,,,,,2016Q1,0.08,-0.05,0.13,-0.15,0.13,0.02,-0.06,-0.09,0.11,-0.07,-0.01,-0.06
3260,威剛,78.3,-2.4,-2.97,1.07,,,,,,,,,,,,,2016Q1,1.46,0.36,0.66,1.06,1.01,4.53,-3.04,1.9,3.04,0.36,0.01,1.52
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,2016Q1,16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億)
3264,欣銓,72,-1,-1.37,0.07,,,,,,,,,,,,,2016Q1,0.11,-0.15,0.17,-0.46,-0.03,0,-0.32,-0.07,0.79,0.05,0.67,0.04
3265,台星科,87,-2,-2.25,-0.16,,,,,,,,,,,,,2016Q1,-0.4,-0.84,0.07,-1.12,-0.2,-0.1,-0.05,-0.29,0.1,0.2,0.19,0.57
3268,海德威,21.65,+0.6,+2.85,-0.04,,,,,,,,,,,,,2016Q1,-0.01,-0.11,0.05,-0.23,0.01,-0.04,-0.1,-0.1,0.1,-0.04,0,-0.01
3284,太普高,28.35,-0.55,-1.9,0.13,,,,,,,,,,,,,2016Q1,0.06,0.03,0.3,0.48,0.14,0.22,0.1,0.07,0.12,0.31,-0.18,-0.12
3285,微端,24.8,-0.25,-1,0.01,,,,,,,,,,,,,2016Q1,0.03,-0.1,0.12,-0.23,0.03,0,-0.04,-0.07,0.23,0.01,0.05,0.03
3287,廣寰科,35.65,+3.2,+9.86,0.01,,,,,,,,,,,,,2016Q1,0,-0.03,0.05,-0.07,0.04,0.03,0.03,0.01,0.04,-0.01,0.03,0.04
3289,宜特,100,-2.5,-2.44,0.05,,,,,,,,,,,,,2016Q1,0.17,0,0.28,0.01,0.21,0.04,0.1,0.32,0.18,0.18,-0.83,-0.06
3290,東浦,27.95,+0.1,+0.36,0.02,,,,,,,,,,,,,2016Q1,-0.02,0.03,-0.09,-0.05,-0.15,0.12,-0.1,0,0.17,0.23,0.09,-0.01
3293,鈊象,814,+10,+1.24,0.04,,,,,,,,,,,,,2016Q1,0.04,-0.26,0.56,-0.59,0.04,0.07,-0.16,-0.24,0.61,0.16,0.15,0.12
3294,英濟,27.15,-0.35,-1.27,0.08,,,,,,,,,,,,,2016Q1,0.05,-0.01,-0.08,-0.06,-0.07,0.53,0,-0.06,0.22,0.18,0.14,0.07
3303,岱稜,48.45,+0.05,+0.1,-0.05,,,,,,,,,,,,,2016Q1,-0.07,-0.26,0.32,-0.41,-0.69,-0.01,0.32,-0.1,0.33,-0.01,0.04,-0.02
3306,鼎天,43.2,-0.05,-0.12,0.09,,,,,,,,,,,,,2016Q1,0.32,0.01,-0.05,0.06,0.24,-0.03,0.02,0.02,0.29,0.1,0.04,0.02
3310,佳穎,75.2,+0.2,+0.27,0.14,,,,,,,,,,,,,2016Q1,-0.03,-0.25,2.73,-0.41,-0.06,-0.09,-0.02,-0.22,0.12,-0.06,-0.02,-0.07
3313,斐成,12.75,-0.3,-2.3,0,,,,,,,,,,,,,2016Q1,0.01,-0.25,-0.43,-0.46,0.05,-0.01,-0.02,0.73,0.3,-0.01,0.11,-0.03
3317,尼克森,38,-0.7,-1.81,0.01,,,,,,,,,,,,,2016Q1,0.01,-0.04,0.03,-0.1,0.01,0.01,-0.1,-0.15,0.36,0.04,0.04,0.03
3324,雙鴻,460,-51,-9.98,0.13,,,,,,,,,,,,,2016Q1,-0.05,0.05,0.59,-0.39,0.39,0.15,-0.14,-0.36,0.54,0.49,0.45,-0.14
3332,幸康,39.8,+0.25,+0.63,0.04,,,,,,,,,,,,,2016Q1,-0.02,0,0.03,0.02,0.11,0.13,0.08,0.12,0.04,0.02,-0.04,0.01
3339,泰谷,27.65,-0.15,-0.54,-0.12,,,,,,,,,,,,,2016Q1,-0.07,-1.39,0.08,-0.23,-0.06,-0.04,0.08,0.01,0.08,0.12,0,0
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,2016Q1,16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億)
3357,臺慶科,94.7,-1.4,-1.46,0.35,,,,,,,,,,,,,2016Q1,,,,,,,,,,,0.35,
3362,先進光,133.5,-5.5,-3.96,-0.01,,,,,,,,,,,,,2016Q1,-0.03,-0.25,0.26,-0.46,0.08,-0.03,-0.2,-0.15,0.48,0.01,0.09,0.12
3374,精材,130,-5.5,-4.06,-0.1,,,,,,,,,,,,,2016Q1,-0.07,-0.09,-0.07,-0.1,-0.03,-0.12,-0.17,-0.12,-0.11,-0.13,-0.12,-0.09
3379,彬台,49.9,-1.2,-2.35,0.03,,,,,,,,,,,,,2016Q1,0.01,0.01,0.07,-0.03,0.03,0,0.22,-0.01,0.01,-0.01,0.12,-0.01
3388,崇越電,64.5,-0.5,-0.77,0.01,,,,,,,,,,,,,2016Q1,0,-0.09,0.27,-0.08,-0.18,0.03,0.02,0.08,0.03,-0.06,0.03,0.03
3390,旭軟,22.1,-0.2,-0.9,0.02,,,,,,,,,,,,,2016Q1,0.01,-0.17,0.27,-0.56,0.16,0.04,-0.2,-0.19,0.56,0.08,0.12,0.12
3402,漢科,86,-1.7,-1.94,0.03,,,,,,,,,,,,,2016Q1,0.04,-0.09,0.1,-0.31,0.04,0.07,-0.01,-0.05,0.38,0,0.11,0.11
3426,台興,41.1,-0.7,-1.67,0.04,,,,,,,,,,,,,2016Q1,0.05,0.02,0.12,0,0.03,0.02,-0.03,-0.03,0.17,0.12,0.02,0.04
3430,奇鈦科,47.7,-2,-4.02,-0.01,,,,,,,,,,,,,2016Q1,,,,,-0.06,,,-0.04,0.02,,,0.02
3434,哲固,68.6,+6.2,+9.94,-0.01,,,,,,,,,,,,,2016Q1,0,-0.05,0.05,-0.1,0.02,-0.01,-0.03,-0.05,0.08,0.01,0.01,0
3438,類比科,41.95,-1.15,-2.67,0.05,,,,,,,,,,,,,2016Q1,0.03,-0.04,0.43,-0.2,0.03,0,-0.03,-0.1,0.25,0.12,0.06,0.04
3441,聯一光,33.45,-0.3,-0.89,0,,,,,,,,,,,,,2016Q1,-0.04,-0.1,0.05,-0.16,0.08,0.05,0.02,0.04,0.01,-0.07,0.04,0.09
3444,利機,57.7,+0.9,+1.58,0.04,,,,,,,,,,,,,2016Q1,0.03,0,0.04,-0.02,0.05,0.01,-0.02,0.03,0.11,0.04,0.08,0.07
3455,由田,90.8,-2.1,-2.26,0.01,,,,,,,,,,,,,2016Q1,-0.02,-0.43,0.61,-1.21,0.31,0,-0.21,-0.35,0.4,0.01,0.09,0.88
3465,進泰電子,57,-1.8,-3.06,0.02,,,,,,,,,,,,,2016Q1,0.01,0.14,0.18,-0.02,0.01,0,0,0,0,-0.01,-0.01,-0.01
3467,台灣精材,47,-1.25,-2.59,,,,,,,,,,,,,,2016Q1,,,,,,,,,,,,
3479,安勤,91.7,-3.3,-3.47,0.01,,,,,,,,,,,,,2016Q1,0.07,-0.03,0.01,-0.04,0.07,0.05,-0.01,-0.04,0.23,0.02,-0.25,0.08
3483,力致,103,-4,-3.74,0.01,,,,,,,,,,,,,2016Q1,0.16,-0.08,0.5,-0.33,-0.11,-0.07,-0.15,-0.31,0.66,0.2,-0.21,-0.11
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,2016Q1,16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億)
3484,崧騰,47.95,-0.75,-1.54,-0.04,,,,,,,,,,,,,2016Q1,-0.1,-0.11,-0.07,-0.27,0.1,0.06,0.02,0.11,-0.06,-0.07,-0.02,0
3490,單井,22.05,-0.5,-2.22,0,,,,,,,,,,,,,2016Q1,-0.01,-0.07,-0.01,-0.16,0.17,0.23,-0.14,0,0.1,-0.1,-0.16,0.17
3491,昇達科,382,-17,-4.26,0.08,,,,,,,,,,,,,2016Q1,0.13,-0.08,0.24,-0.11,0.07,0.03,-0.08,-0.15,0.54,0.14,0.11,0.09
3492,長盛,20.5,-0.2,-0.97,0.02,,,,,,,,,,,,,2016Q1,0,-0.09,0.09,-0.13,-0.01,-0.09,-0.02,-0.1,0.21,0.19,0.14,0.02
3499,環天科,14.2,-0.1,-0.7,0.03,,,,,,,,,,,,,2016Q1,0.07,-0.04,0.18,-0.14,0,0,-0.02,-0.05,0.18,0.07,0.11,0.01
3512,皇龍,26.2,-0.25,-0.95,-0.02,,,,,,,,,,,,,2016Q1,-0.02,-0.03,0.02,-0.07,-0.05,-0.06,-0.05,-0.01,0.04,-0.04,0,0
3516,亞帝歐,21.4,-0.1,-0.47,-0.01,,,,,,,,,,,,,2016Q1,0.05,0.09,-1.15,0.08,0.09,0.1,0.13,0.08,0.1,0.17,0.09,0.08
3520,華盈,14.2,0,0,-0.02,,,,,,,,,,,,,2016Q1,-0.05,-0.02,-0.18,-0.05,0,0.01,-0.04,0,0.06,0,0.03,0.01
3526,凡甲,232,-6,-2.52,0.05,,,,,,,,,,,,,2016Q1,0.14,0.02,0.34,-0.13,-0.12,-0.09,-0.11,-0.23,0.43,0.29,0.04,0.02
3527,聚積,64.1,0,0,0.01,,,,,,,,,,,,,2016Q1,-0.14,-0.06,-0.05,-0.12,0.12,0.09,0.12,0.15,0.04,-0.17,0.07,0.12
3529,力旺,2305,-95,-3.96,0.12,,,,,,,,,,,,,2016Q1,0.05,0.12,0.19,0.27,0.12,0.38,0,0.1,0.1,0.03,0.03,0.09
3531,先益,26.95,0,0,0.06,,,,,,,,,,,,,2016Q1,-0.04,0.03,-0.02,-0.13,0.16,0.11,0.05,0.02,0.22,-0.02,0.11,0.22
3537,堡達,40.3,-1.05,-2.54,-0.03,,,,,,,,,,,,,2016Q1,-0.01,-0.18,0.09,-0.32,0.02,0,-0.07,-0.07,0.2,-0.06,0.04,0.05
3546,宇峻,88,-1.5,-1.68,0.05,,,,,,,,,,,,,2016Q1,0.01,0.04,0.12,-0.13,0.05,0.05,0.06,0.07,0.09,0.06,0.08,0.16
3548,兆利,122.5,-2,-1.61,0.19,,,,,,,,,,,,,2016Q1,0.52,0.14,0.44,-0.22,0.02,-0.21,-0.27,-0.28,1.2,0.77,0.24,-0.04
3551,世禾,92.5,-3.6,-3.75,0.02,,,,,,,,,,,,,2016Q1,0.1,-0.05,0.11,-0.13,0.08,0.08,-0.05,0.06,0.06,0.14,-0.01,-0.1
3552,同致,62.5,-1.7,-2.65,-0.13,,,,,,,,,,,,,2016Q1,-0.54,-0.49,-0.01,-0.99,0.24,0.09,0.08,0.35,-0.46,-0.56,0.16,0.57
